Unnamed: 0,Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,random_var
17827,A. Nygaard,Alfons Nygaard,53,70,250000,ST,ST,Sweden,https://cdn.sofifa.net/players/265/487/23_60.png,20,185,71,1258,275,IFK Göteborg,750,469000,SUB,2022,15,2021,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,High,Low,0.5640343347933359
17830,S. Al Enazi,Saqer Al Enazi,53,60,180000,LB,LB,Saudi Arabia,https://cdn.sofifa.net/players/264/656/23_60.png,23,172,68,1345,298,Al Batin,2000,333000,SUB,2024,24,2019,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,0.8632370929233414
17833,U. Syversen,Ulrik Syversen,53,68,210000,CB,CB,Norway,https://cdn.sofifa.net/players/271/085/23_60.png,19,186,76,1250,271,Aalesunds FK,500,394000,SUB,2022,38,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,0.6799766336419584
17835,Liu Jing,Jing Liu,53,57,120000,"RB,LB",CB,China PR,https://cdn.sofifa.net/players/252/395/23_60.png,25,175,71,1351,292,Hebei FC,1000,195000,RB,2022,16,2019,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.5913652841375334
17839,J. O'Brien,Josh O'Brien,53,63,190000,"CB,CDM,CM",CB,Republic of Ireland,https://cdn.sofifa.net/players/270/569/23_60.png,19,185,70,1233,278,Salford City,1000,371000,SUB,2023,35,2022,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.6765124635131567
17840,S. Thangmuansang,Sebastian Thangmuansang,53,60,180000,RB,RB,India,https://cdn.sofifa.net/players/262/377/23_60.png,23,174,70,1266,273,Odisha FC,500,279000,SUB,2023,27,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.8691073095818052
17842,P. Klausen,Peder Klausen,53,68,190000,GK,GK,Norway,https://cdn.sofifa.net/players/270/543/23_60.png,19,185,78,841,296,Odds BK,500,356000,SUB,2024,30,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,0.6600059800105511
17843,S. Heal,Sam Heal,53,64,190000,LB,LB,England,https://cdn.sofifa.net/players/271/332/23_60.png,19,177,63,1347,289,Bristol Rovers,850,371000,RES,2022,24,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,0.6115637623175346
17845,L. Carlius,Ludvig Carlius,53,66,230000,CM,RM,Sweden,https://cdn.sofifa.net/players/257/250/23_60.png,21,180,72,1437,307,Mjällby AIF,500,431000,SUB,2023,19,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium,0.430669844191789
17846,S. Sarangi,Shubham Sarangi,53,59,140000,"RB,RM",RB,India,https://cdn.sofifa.net/players/248/290/23_60.png,22,179,68,1478,320,Odisha FC,500,217000,SUB,2023,15,2018,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.6289910838044609
17850,L. Meyer,Leny Meyer,53,76,300000,"LB,LM",LB,Switzerland,https://cdn.sofifa.net/players/269/793/23_60.png,18,182,73,1306,280,FC Luzern,600,735000,SUB,2025,33,2019,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium,0.6365729043612611
17851,Han Dong,Dong Han,53,66,230000,"LW,ST",RM,China PR,https://cdn.sofifa.net/players/253/677/23_60.png,21,182,72,1350,296,Henan Songshan Longmen FC,2000,500000,SUB,2025,32,2019,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.6823883960999234
17854,J. Hinchy,Jack Hinchy,53,68,220000,CM,CM,England,https://cdn.sofifa.net/players/271/603/23_60.png,19,178,70,1456,307,Brighton & Hove Albion,5000,556000,RES,2023,53,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.5861153325235713
17856,B. Dumrath,Bela Dumrath,53,69,210000,GK,GK,Germany,https://cdn.sofifa.net/players/270/035/23_60.png,18,196,91,865,289,FC St. Gallen 1879,500,436000,RES,2024,35,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.7582962711448498
17857,K. Pierre,Kayden Pierre,53,70,230000,RB,RB,United States,https://cdn.sofifa.net/players/262/099/23_60.png,19,175,66,1342,293,Sporting Kansas City,600,477000,SUB,2024,24,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,High,Medium,0.938141629073468
17858,J. George,Jestin George,53,62,190000,CB,CB,India,https://cdn.sofifa.net/players/264/661/23_60.png,24,186,85,1254,273,NorthEast United FC,500,295000,SUB,2024,23,2021,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.7742529650207874
17859,Qian Yumiao,Yumiao Qian,53,59,140000,"RWB,RB",CB,China PR,https://cdn.sofifa.net/players/241/622/23_60.png,24,178,65,1380,299,Tianjin Jinmen Tiger FC,1000,245000,SUB,2022,23,2020,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.8084749788553796
17861,M. Dehler,Maurice Dehler,53,71,210000,GK,GK,Germany,https://cdn.sofifa.net/players/270/552/23_60.png,18,191,89,924,286,FC Ingolstadt 04,500,436000,RES,2024,46,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.4142943828822243
17862,I. Vanmalsawma,Isaac Vanmalsawma,53,56,120000,"CM,LM,CDM",RM,India,https://cdn.sofifa.net/players/248/280/23_60.png,25,169,65,1551,333,Odisha FC,500,171000,SUB,2023,48,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.46342233295418445
17863,A. Zimarino,Adam Zimarino,53,64,210000,"RM,LM",LM,Australia,https://cdn.sofifa.net/players/267/737/23_60.png,20,176,70,1407,306,Perth Glory,750,305000,RES,2023,43,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium,0.6164044268620501
17864,C. Torres,Christian Torres,53,71,240000,"RW,ST",ST,Mexico,https://cdn.sofifa.net/players/259/291/23_60.png,18,178,69,1377,288,Los Angeles FC,550,510000,RES,2022,21,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/mx.png,-,-,Medium,Low,0.5631254916501375
17865,V. Hagen,Vebjørn Hagen,53,68,210000,LB,LB,Norway,https://cdn.sofifa.net/players/261/596/23_60.png,19,175,67,1326,281,Viking FK,500,394000,RES,2022,33,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,0.5951020402164332
17867,S. Shotton,Saul Shotton,53,67,220000,CB,CB,England,https://cdn.sofifa.net/players/241/402/23_60.png,21,184,75,1224,256,West Bromwich Albion,3000,556000,RES,2023,33,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.7387649368541476
17868,R. Al Bloushi,Rayan Al Bloushi,53,65,230000,ST,ST,Saudi Arabia,https://cdn.sofifa.net/players/261/881/23_60.png,21,177,68,1387,300,Ettifaq FC,4000,426000,RES,2025,20,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,0.5332491990664795
17870,M. Al Darwish,Malek Al Darwish,53,62,210000,"RM,LM,LWB",LM,Saudi Arabia,https://cdn.sofifa.net/players/269/559/23_60.png,22,179,69,1383,300,Al Khaleej,2000,389000,RES,2025,22,2020,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,0.6460387371063052
17871,Jin Bo,Bo Jin,53,53,90000,"LM,LWB",RW,China PR,https://cdn.sofifa.net/players/233/717/23_60.png,29,175,67,1471,321,Guangzhou City,2000,140000,SUB,2023,33,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.9437986379766184
17873,A. Siddiq,Almoatasim Siddiq,53,63,210000,"RM,LM",CAM,Saudi Arabia,https://cdn.sofifa.net/players/271/310/23_60.png,20,167,61,1312,285,Al Ittihad,4000,399000,RES,2027,7,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,0.784005845525703
17874,A. Sangwan,Aakash Sangwan,53,54,100000,"LB,LM",LB,India,https://cdn.sofifa.net/players/270/735/23_60.png,26,178,70,1381,300,Chennaiyin FC,500,143000,SUB,2024,25,2022,-,Left,4,2,1,-,-,-,-,Medium,Medium,0.9365852409281257
17875,Han Jong Mu,Jong Mu Han,53,68,220000,CM,CAM,Korea Republic,https://cdn.sofifa.net/players/267/947/23_60.png,19,179,70,1389,296,Jeju United FC,750,413000,SUB,2027,24,2020,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.48120461288886607
17876,J. Chapman,Josh Chapman,53,64,170000,GK,GK,England,https://cdn.sofifa.net/players/263/331/23_60.png,19,183,70,846,287,Rotherham United,800,349000,RES,2023,26,2021,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.4705419928516218
17878,Cho Jae Hun,Jae Hun Cho,53,69,240000,"LW,RW",CAM,Korea Republic,https://cdn.sofifa.net/players/265/637/23_60.png,19,178,65,1282,272,Pohang Steelers,800,450000,SUB,2024,26,2021,-,Right,3,3,1,-,-,-,-,Medium,Medium,0.6483045514084362
17879,J. Pradic,James Pradic,53,75,275000,GK,GK,Wales,https://cdn.sofifa.net/players/270/757/23_60.png,16,190,78,849,289,Preston North End,500,798000,RES,2024,38,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,Medium,Medium,0.7664858593962016
17881,E. Kischka,Emil Kischka,53,68,220000,CM,CAM,Germany,https://cdn.sofifa.net/players/264/360/23_60.png,20,183,82,1421,303,Eintracht Braunschweig,2000,479000,RES,2023,25,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.7473027157535527
17883,S. Touray,Saikou Touray,53,62,210000,CM,CM,Gambia,https://cdn.sofifa.net/players/271/528/23_60.png,22,175,74,1433,306,Grenoble Foot 38,1000,410000,RES,2025,70,2022,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.6418778162482939
17885,S. Al Mousa,Saad Al Mousa,53,68,210000,CB,CB,Saudi Arabia,https://cdn.sofifa.net/players/263/884/23_60.png,19,182,75,1292,278,Ettifaq FC,2000,478000,SUB,2026,5,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,0.8843813258125804
17888,Lee Ji Yong,Ji Yong Lee,53,62,210000,RM,RM,Korea Republic,https://cdn.sofifa.net/players/255/918/23_60.png,23,175,67,1281,286,Pohang Steelers,1000,305000,RES,2022,99,2020,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.9999429162285927
17890,Liu Sheng,Sheng Liu,53,53,60000,CB,CB,China PR,https://cdn.sofifa.net/players/241/333/23_60.png,32,185,78,1204,257,Meizhou Hakka,1000,93000,SUB,2025,33,2022,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.956204005005449
17892,A. Sæther,Adrian Sæther,53,63,180000,GK,GK,Norway,https://cdn.sofifa.net/players/269/754/23_60.png,21,197,91,868,288,Kristiansund BK,500,261000,SUB,2022,40,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,0.5107322358735336
17893,A. Aremeyaw,Abasa Aremeyaw,53,69,220000,CB,CB,Ghana,https://cdn.sofifa.net/players/271/290/23_60.png,18,190,84,1278,278,Philadelphia Union,500,468000,RES,2024,55,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/gh.png,-,-,Medium,Medium,0.4384100355003602
17895,D. Edvardsson,David Edvardsson,53,68,220000,"CM,CDM",RM,Sweden,https://cdn.sofifa.net/players/260/000/23_60.png,20,174,60,1507,322,IFK Värnamo,1000,0,RES,2022,32,2020,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,High,High,0.9531761524025917
17896,A. Al Muzayil,Abdulkareem Al Muzayil,53,62,200000,"RB,RM",RWB,Saudi Arabia,https://cdn.sofifa.net/players/270/752/23_60.png,22,172,70,1410,303,Al Batin,2000,370000,SUB,2023,2,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,0.8265257852642959
17897,D. Nkrumah,Daniel Nkrumah,53,64,200000,ST,ST,England,https://cdn.sofifa.net/players/264/093/23_60.png,18,175,75,1334,289,Leyton Orient,1000,390000,RES,2023,28,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.6658369099088581
17902,E. Aarflot,Elias Aarflot,53,70,240000,ST,ST,Norway,https://cdn.sofifa.net/players/271/045/23_60.png,18,186,75,1290,286,Tromsø IL,500,450000,SUB,2025,18,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,0.9028323628255337
17903,D. Bassi,Daniel Bassi,53,73,250000,"LM,LWB",CAM,Norway,https://cdn.sofifa.net/players/268/740/23_60.png,17,175,70,1443,306,Tromsø IL,500,563000,RES,2023,24,2022,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/no.png,-,-,High,Medium,0.8015820228917029
17904,Yeljan Shinar,Yeljan Shinar,53,62,200000,"RB,RWB",RB,China PR,https://cdn.sofifa.net/players/251/586/23_60.png,23,178,75,1291,289,Shenzhen FC,1000,350000,SUB,2024,2,2019,-,Right,3,2,1,-,-,-,-,Low,Medium,0.5712243813610405
17905,M. Broholm,Marius Broholm,53,71,230000,CM,CAM,Norway,https://cdn.sofifa.net/players/268/738/23_60.png,17,176,69,1514,320,Rosenborg BK,500,431000,SUB,2024,39,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,0.42320971126168583
17906,R. Jordan,Rory Jordan,53,62,210000,"CAM,LM",CAM,Australia,https://cdn.sofifa.net/players/267/969/23_60.png,22,171,65,1378,297,Newcastle Jets,500,305000,SUB,2024,23,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium,0.7595778842444609
17907,M. Weidel,Marius Weidel,53,74,300000,ST,ST,Norway,https://cdn.sofifa.net/players/269/759/23_60.png,17,186,80,1320,283,Kristiansund BK,500,675000,RES,2024,38,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,0.818800750585682
17909,Kim Hun Min,Hun Min Kim,53,61,200000,"RB,RWB",RB,Korea Republic,https://cdn.sofifa.net/players/271/038/23_60.png,21,173,70,1345,283,Seongnam FC,600,290000,SUB,2027,37,2022,-,Right,3,3,1,-,-,-,-,Medium,High,0.7231591537794999
17913,S. Golui,Sarthak Golui,53,58,130000,"CB,RB",CB,India,https://cdn.sofifa.net/players/246/715/23_60.png,24,180,70,1410,309,SC East Bengal FC,500,185000,SUB,2023,3,2022,-,Right,3,2,1,-,-,-,-,Low,High,0.5613018577700464
17914,Cai Mingmin,Mingmin Cai,53,67,230000,"CAM,LM,RM",CAM,China PR,https://cdn.sofifa.net/players/247/708/23_60.png,21,176,70,1363,294,Guangzhou FC,1000,500000,SUB,2022,33,2017,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.6608213504757875
17916,L. Walker,Lewis Walker,53,60,190000,ST,ST,England,https://cdn.sofifa.net/players/235/060/23_60.png,24,183,76,1290,272,Gillingham,2000,371000,SUB,2023,19,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.9657447330348605
17917,K. Agro,Koca Manu Agro,53,61,180000,GK,GK,France,https://cdn.sofifa.net/players/271/245/23_60.png,20,191,90,811,299,FC Sochaux-Montbéliard,600,351000,RES,2027,50,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,0.8314051386039998
17918,D. Murgaonkar,Devendra Murgaonkar,53,62,210000,"ST,LM",ST,India,https://cdn.sofifa.net/players/259/137/23_60.png,23,167,63,1402,295,FC Goa,500,326000,SUB,2023,29,2020,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.5007970283680465
17922,J. Horz,Jannik Horz,53,68,190000,GK,GK,Germany,https://cdn.sofifa.net/players/266/292/23_60.png,19,193,82,797,289,Eintracht Frankfurt,1000,442000,RES,2023,52,2021,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.5900825889727518
17923,A. Pătlăgică,Alexandru Pătlăgică,53,68,210000,"RB,RM",RB,Romania,https://cdn.sofifa.net/players/267/828/23_60.png,19,178,70,1305,287,AFC UTA Arad,650,415000,RES,2023,2,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Medium,0.624087255426212
17926,J. Muir,Jacob Muir,53,64,190000,CB,CB,Australia,https://cdn.sofifa.net/players/268/604/23_60.png,20,183,75,1296,288,Perth Glory,650,276000,RES,2023,37,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium,0.7962355823634418
17928,D. Paraschiv,Daniel Paraschiv,53,64,170000,GK,GK,Romania,https://cdn.sofifa.net/players/271/168/23_60.png,19,182,70,862,284,FC Voluntari,650,264000,RES,2023,33,2020,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Medium,0.5196351498311117
17929,C. Witzig,Christian Witzig,53,67,230000,CM,CAM,Switzerland,https://cdn.sofifa.net/players/263/745/23_60.png,21,178,69,1517,317,FC St. Gallen 1879,1000,477000,CM,2023,37,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium,0.4271903397223191
17931,L. Sharma,Lara Sharma,53,62,180000,GK,GK,India,https://cdn.sofifa.net/players/260/146/23_60.png,22,195,80,837,293,Bengaluru FC,500,279000,SUB,2026,30,2020,-,Right,1,1,1,-,-,-,-,Medium,Medium,0.421596076934856
17932,T. Williams,Thomas Williams,53,73,240000,"CB,LB",CB,United States,https://cdn.sofifa.net/players/263/237/23_60.png,17,191,77,1298,284,Orlando City Soccer Club,500,600000,SUB,2024,68,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,0.9017434430773102
17934,I. Parente,Isaiah Parente,53,61,210000,"CAM,CDM",CAM,United States,https://cdn.sofifa.net/players/260/421/23_60.png,22,178,68,1428,298,Columbus Crew,1000,357000,RES,2022,16,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,0.9828168717891772
17936,V. Göransson,Victor Göransson,53,62,210000,CM,RM,Sweden,https://cdn.sofifa.net/players/266/055/23_60.png,21,175,68,1516,316,Helsingborgs IF,500,305000,RES,2023,26,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium,0.7981371738833282
17937,R. Al Qahtani,Rayan Al Qahtani,53,67,230000,"RW,ST",LM,Saudi Arabia,https://cdn.sofifa.net/players/264/264/23_60.png,20,172,65,1342,293,Damac FC,3000,523000,SUB,2026,99,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,0.7273775998130672
17938,E. Viegbe,Eyram Viegbe,53,70,230000,CDM,CDM,France,https://cdn.sofifa.net/players/270/408/23_60.png,18,178,65,1370,288,Valenciennes FC,500,546000,RES,2025,36,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,0.9368149462923564
17939,A. Picornell,André Picornell,53,71,210000,GK,GK,Sweden,https://cdn.sofifa.net/players/270/921/23_60.png,18,188,78,844,295,Djurgårdens IF,500,394000,SUB,2023,40,2022,-,Left,3,1,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium,0.6152293783391346
17940,M. Larsen,Marinus Larsen,53,73,250000,"CM,CAM",CAM,Denmark,https://cdn.sofifa.net/players/269/900/23_60.png,18,169,63,1528,318,Brøndby IF,800,575000,RES,2023,39,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,High,Medium,0.8220455720261208
17941,P. Karuthadathkuni,Prasanth Karuthadathkuni,53,55,120000,RM,RM,India,https://cdn.sofifa.net/players/247/628/23_60.png,25,177,70,1352,300,Kerala Blasters FC,500,171000,SUB,2023,24,2016,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.8162860199447022
17943,P. Gogoi,Pragyan Gogoi,53,62,200000,"CDM,CM",CDM,India,https://cdn.sofifa.net/players/261/426/23_60.png,23,178,75,1458,307,NorthEast United FC,500,310000,SUB,2023,43,2020,-,Left,3,2,1,-,-,-,-,Medium,Medium,0.9134885939241291
17944,J. Torrance,Joel Torrance,53,61,180000,GK,GK,England,https://cdn.sofifa.net/players/264/497/23_60.png,20,195,84,911,307,Salford City,1000,351000,RES,2023,31,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.8222457066444511
17945,S. Ottiger,Severin Ottiger,53,65,210000,RB,CB,Switzerland,https://cdn.sofifa.net/players/270/928/23_60.png,19,182,82,1295,278,FC Luzern,1000,347000,RES,2024,74,2018,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium,0.9123783795798182
17946,Liu Guobo,Guobo Liu,53,62,210000,"ST,RM",ST,China PR,https://cdn.sofifa.net/players/242/696/23_60.png,22,189,66,1459,314,Beijing Guoan FC,3000,368000,SUB,2022,32,2018,-,Right,2,2,1,-,-,-,-,Medium,Low,0.7400398750113139
17947,M. Baaloudj,Mehdi Baaloudj,53,60,190000,ST,ST,Algeria,https://cdn.sofifa.net/players/271/244/23_60.png,21,183,80,1275,260,En Avant de Guingamp,1000,371000,SUB,2024,22,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.8603833675557522
17948,K. Nassiri,Kiyan Nassiri,53,62,210000,ST,ST,India,https://cdn.sofifa.net/players/266/718/23_60.png,21,174,65,1354,285,ATK Mohun Bagan FC,500,326000,SUB,2024,25,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.8842323097046033
17949,Yao Daogang,Daogang Yao,53,59,140000,"CDM,CM",CB,China PR,https://cdn.sofifa.net/players/241/594/23_60.png,24,180,65,1299,279,Hebei FC,1000,245000,CDM,2025,8,2021,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.4308465421959359
17950,T. Moirangthem,Thoiba Singh Moirangthem,53,63,190000,"CDM,CB",CB,India,https://cdn.sofifa.net/players/256/990/23_60.png,19,170,69,1420,306,Odisha FC,500,295000,SUB,2023,24,2020,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.44569077024416304
17951,J. Slater,Jacob Slater,53,73,240000,"LWB,LB,CB",LWB,Republic of Ireland,https://cdn.sofifa.net/players/271/584/23_60.png,17,179,70,1389,302,Preston North End,500,696000,RES,2023,31,2021,-,Left,3,2,1,-,-,-,-,High,Medium,0.45740898837879196
17954,S. Simons,Scott Simons,53,62,170000,GK,GK,England,https://cdn.sofifa.net/players/262/914/23_60.png,18,183,74,904,299,Carlisle United,500,332000,RES,2023,21,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.5899153071961396
17956,A. Dithmer,Andreas Dithmer,53,76,275000,GK,GK,Denmark,https://cdn.sofifa.net/players/269/573/23_60.png,16,198,82,956,306,F.C. København,500,633000,RES,2025,41,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,Medium,0.7722620402165691
17958,E. Khouri,Evan Khouri,53,67,220000,"LM,CM",LM,England,https://cdn.sofifa.net/players/261/897/23_60.png,19,179,73,1422,309,Grimsby Town,950,523000,RES,2024,30,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,0.5293850757651278
17960,M. Serbest,Mücahit Serbest,53,68,190000,GK,GK,Turkey,https://cdn.sofifa.net/players/269/834/23_60.png,17,183,68,820,277,İstanbulspor,500,489000,SUB,2024,26,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium,0.5160416235924483
17961,H. Gustafsson,Hampus Gustafsson,53,65,200000,GK,GK,Sweden,https://cdn.sofifa.net/players/268/580/23_60.png,21,190,80,926,306,IFK Värnamo,500,290000,SUB,2023,31,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium,0.5879195759897996
17962,T. van Assema,Tim van Assema,53,68,210000,CB,CB,Sweden,https://cdn.sofifa.net/players/268/325/23_60.png,20,187,80,1191,257,IFK Göteborg,600,394000,RES,2022,26,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium,0.7480691107630671
17963,S. van der Sluis,Scott van der Sluis,53,58,120000,GK,GK,Wales,https://cdn.sofifa.net/players/270/117/23_60.png,21,185,82,878,289,Shelbourne FC,500,195000,SUB,2022,40,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,Medium,Medium,0.761026793035017
17964,C. Davies,Curtis Davies,53,66,220000,"CAM,CM",RM,England,https://cdn.sofifa.net/players/269/607/23_60.png,18,173,70,1470,313,Mansfield Town,1000,523000,RES,2023,28,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,0.6906543573128463
17965,Liang Shaowen,Shaowen Liang,53,70,230000,"CB,ST",CB,China PR,https://cdn.sofifa.net/players/253/738/23_60.png,20,187,78,1478,323,Beijing Guoan FC,2000,500000,SUB,2023,36,2019,-,Left,3,2,1,-,-,-,-,Medium,Medium,0.5727131402983598
17966,B. Adeeko,Babajide Adeeko,53,64,200000,CM,CAM,Republic of Ireland,https://cdn.sofifa.net/players/263/211/23_60.png,19,175,70,1489,317,Wigan Athletic,1000,410000,RES,2023,44,2021,-,Right,4,2,1,-,-,-,-,Medium,Medium,0.8100668309494101
17968,F. Brancolini,Federico Brancolini,53,65,200000,GK,GK,Italy,https://cdn.sofifa.net/players/257/580/23_60.png,20,192,80,853,293,Lecce,1000,400000,RES,2027,21,2022,-,Right,1,1,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,0.7723704630847301
17971,N. Toggenburger,Nando Toggenburger,53,71,240000,ST,ST,Switzerland,https://cdn.sofifa.net/players/270/927/23_60.png,18,180,73,1279,266,FC Luzern,1000,498000,RES,2025,22,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium,0.8004336725375574
17974,A. Ryste,Anders Hartveit Ryste,53,75,300000,ST,ST,Norway,https://cdn.sofifa.net/players/270/972/23_60.png,17,177,75,1332,292,Odds BK,500,675000,SUB,2024,23,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,0.7320595298307369
17977,J. Carragher,James Carragher,53,65,210000,CB,CB,England,https://cdn.sofifa.net/players/264/305/23_60.png,19,192,87,1221,266,Wigan Athletic,850,431000,RES,2023,31,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.705504417387625
17980,Xu Dong,Dong Xu,53,53,70000,LB,LB,China PR,https://cdn.sofifa.net/players/224/630/23_60.png,31,183,75,1301,277,Wuhan FC,2000,109000,LB,2022,28,2022,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.8201735487267541
